"","X.link.","X.title.","X.time.","X.text."
"121","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"Probably Mei tbh.Symmetra got a rework.Torb got changed in several ways.Reaper got changed too. Mei got plain buffed and then.... gets a bugfix every 5 months I think."
"122","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"Reaper.12/22/2017 11:52 AMPosted by OPsoapyReaper got changed too.That was back in June, and he was buffed after spending 6 months in trash-tier for most of the Triple Tanks meta."
"123","https://us.battle.net/forums/en/overwatch/topic/20760826814","Which Overwatch Characters Are Neglected The Most?",NA,"Mei, Bastion, and Reaper probably"
"128","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick","2017-12-22 18:50:00","many people complain that mercy is a must pick yet the reason why you see mercy in most games is because she is a hero that many love. i would still play mercy even if the destroyed her more because she is the hero that i main and even if it gets tough i will continue to play her. mercy dose need a rework because according to blizzard mercy is supposed to be an easy hero yet now Mercy requires a lot more skill snd one small mistep at almost any rank can cause you to die and rid your team of a rez and a healer."
"129","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Mercy is a must pick... in the OWL.People on ladder love to pretend they are living the pro meta.I dont think Mercy is mandatory in Diamond, but I do believe she is the strongest Support at this rank."
"130","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"12/22/2017 10:53 AMPosted by CoulumboMercy is a must pick... in the OWL.People on ladder love to pretend they are living the pro meta.I dont think Mercy is mandatory in Diamond, but I do believe she is the strongest Support at this rank.This.Meta only matters on top level. Sure, it makes a difference in all tiers, but not as much as people would like to believe. You can go 5 dps and a Zen in Plat and still stomp through. People forget that comp and hero matchups are just advantages/disasvantages (at best) and are in no way absolutes."
"131","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Rez"
"132","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Because the best ana player does not play ana anymore, the best lucio player (Tobi) is forced to play mercy and most pickrate"
"133","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Um... She's on the team in 95% of gm games. And she's like the lowest skill hero.Trying to argue mercy isn't super op is like trying to argue the earth is flat. I just smh"
"134","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"12/22/2017 11:00 AMPosted by ADRIENOBecause the best ana player does not play ana anymore, the best lucio player (Tobi) is forced to play mercy and most pickratethey get paid well to play anything the team wantsyou don't see them crying like you"
"135","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"This and last season is the season of the mandatory mercy meta.  Period. People make mistakes, they die, and she corrects them.  It also helps that she is the biggest HP hose."
"136","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Mercy is a must pick only if the players in your team cant play the rest of the healers.shes the easist healer to use, she has best mobility and she made to be a pure support hero while the other healers has to do more stuff. with Mercy everyone can heal the team consistantly, with Ana for example, you wont be able to heal your team if you cant aim."
"137","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"Just sayin, many more people loved playing her before the rework, when her pick rate was, at most, half of what it is now."
"138","https://us.battle.net/forums/en/overwatch/topic/20760756776","Why People Think Mercy Is a Must Pick",NA,"12/22/2017 10:53 AMPosted by CoulumboMercy is a must pick... in the OWL.People on ladder love to pretend they are living the pro meta.I dont think Mercy is mandatory in Diamond, but I do believe she is the strongest Support at this rank.She's strongest healer over all in any rank.They need to make one adjustment to Ana that would help her.  Have her shots pass though full health team members.  Having that one person that's at 100% jump in your way while you're tryin to heal someone is so annoying.  This would help Ana a lot and increase her pick rate some I believe."
"150","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water","2017-12-22 10:40:00","Silver widow mains literally have to walk on water to maintain their rankIts like that chris rock sketch where he jokes about black men in the US 20 years ago where he was a successful comic and was the only black man on his street and was surrounded by white dentists and lawyers and said man we have to walk on water to afford thia street and you can be a dentistIts like that now for widow mainsSee this shot i took thats not a silver level shot for other heroshttps://youtu.be/NHyhlZOIZW4"
"151","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water",NA,"do you have more than like. one video. of one shot."
"152","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water",NA,"Literally?"
"153","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water",NA,"I mean you are playing one of, if not, the highest skill hero on the 2nd least skilled rank.What were you expecting?And to be fair, 1 video doesn't prove anything. Sometimes I can make these shots and I can guarantee that I wasn't even 50% sure whether I would hit it or nah, and I suck at Widow.A video of a whole match would be better imo"
"154","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water",NA,"I will vid a whole match only prob is how to as my fps seems to fall anyone know how to  record a game without fps drops?"
"155","https://us.battle.net/forums/en/overwatch/topic/20760676918","Walk on water",NA,"For a moment there I thought you were going to suggest a new ability : someone who can flank by going off the map, through the air or water... but nope."
